,Nb,Ns,SOIL TYPE_I (HARD),SOIL TYPE_II(MEDIUM),SOIL TYPE_III(SOFT),Z,dy,Op
1432,4,4,0,1,0,0.9,0.0342,0
1433,4,4,0,0,1,0.02,0.0,0
1434,4,4,0,0,1,0.04,0.0,0
1435,4,4,0,0,1,0.06,0.0,0
1436,4,4,0,0,1,0.08,0.0,0
1437,4,4,0,0,1,0.1,0.0,0
1438,4,4,0,0,1,0.12,0.0301,0
1439,4,4,0,0,1,0.1399999999999999,0.0314,0
1440,4,4,0,0,1,0.16,0.0316,0
1441,4,4,0,0,1,0.18,0.0317,0
1442,4,4,0,0,1,0.2,0.0318,0
1443,4,4,0,0,1,0.22,0.0318,0
1444,4,4,0,0,1,0.24,0.0318,0
1445,4,4,0,0,1,0.26,0.0318,0
1446,4,4,0,0,1,0.28,0.0317,0
1447,4,4,0,0,1,0.3,0.0317,0
1448,4,4,0,0,1,0.36,0.0318,0
1449,4,4,0,0,1,0.4,0.0324,0
1450,4,4,0,0,1,0.45,0.0329,0
1451,4,4,0,0,1,0.5,0.0333,0
1452,4,4,0,0,1,0.55,0.0336,0
1453,4,4,0,0,1,0.6,0.0338,0
1454,4,4,0,0,1,0.65,0.034,0
1455,4,4,0,0,1,0.7,0.0341,0
1456,4,5,1,0,0,0.02,0.0,0
1457,4,5,1,0,0,0.04,0.0,0
1458,4,5,1,0,0,0.06,0.0,0
1459,4,5,1,0,0,0.08,0.0,0
1460,4,5,1,0,0,0.1,0.0,0
1461,4,5,1,0,0,0.12,0.0,0
1462,4,5,1,0,0,0.1399999999999999,0.0,0
1463,4,5,1,0,0,0.16,0.0199,0
1464,4,5,1,0,0,0.18,0.0308,0
1465,4,5,1,0,0,0.2,0.0359,0
1466,4,5,1,0,0,0.22,0.0372,0
1467,4,5,1,0,0,0.24,0.0377,0
1468,4,5,1,0,0,0.26,0.0379,0
1469,4,5,1,0,0,0.28,0.038,0
1470,4,5,1,0,0,0.3,0.038,0
1471,4,5,1,0,0,0.36,0.0381,0
1472,4,5,1,0,0,0.4,0.038,0
1473,4,5,1,0,0,0.45,0.038,0
1474,4,5,1,0,0,0.5,0.0379,0
1475,4,5,1,0,0,0.55,0.0385,0
1476,4,5,1,0,0,0.6,0.0391,0
1477,4,5,1,0,0,0.65,0.0395,0
1478,4,5,1,0,0,0.7,0.0398,0
1479,4,5,1,0,0,0.75,0.04,0
1480,4,5,1,0,0,0.8,0.0402,0
1481,4,5,1,0,0,0.85,0.0404,0
1482,4,5,1,0,0,0.9,0.0406,0
1483,4,5,1,0,0,0.95,0.0407,0
1484,4,5,1,0,0,1.0,0.0408,0
1485,4,5,0,1,0,0.02,0.0,0
1486,4,5,0,1,0,0.04,0.0,0
1487,4,5,0,1,0,0.06,0.0,0
1488,4,5,0,1,0,0.08,0.0,0
1489,4,5,0,1,0,0.1,0.0,0
1490,4,5,0,1,0,0.12,0.0,0
1491,4,5,0,1,0,0.1399999999999999,0.0345,0
1492,4,5,0,1,0,0.16,0.0371,0
1493,4,5,0,1,0,0.18,0.0378,0
1494,4,5,0,1,0,0.2,0.038,0
1495,4,5,0,1,0,0.22,0.038,0
1496,4,5,0,1,0,0.24,0.0381,0
1497,4,5,0,1,0,0.26,0.0381,0
1498,4,5,0,1,0,0.28,0.038,0
1499,4,5,0,1,0,0.3,0.038,0
1500,4,5,0,1,0,0.36,0.0379,0
1501,4,5,0,1,0,0.4,0.0385,0
1502,4,5,0,1,0,0.45,0.0392,0
1503,4,5,0,1,0,0.5,0.0397,0
1504,4,5,0,1,0,0.55,0.04,0
1505,4,5,0,1,0,0.6,0.0403,0
1506,4,5,0,1,0,0.65,0.0405,0
1507,4,5,0,1,0,0.7,0.0407,0
1508,4,5,0,1,0,0.75,0.0408,0
1509,4,5,0,1,0,0.8,0.0409,0
1510,4,5,0,1,0,0.85,0.041,0
1511,4,5,0,0,1,0.02,0.0,0
1512,4,5,0,0,1,0.04,0.0,0
1513,4,5,0,0,1,0.06,0.0,0
1514,4,5,0,0,1,0.08,0.0,0
1515,4,5,0,0,1,0.1,0.0,0
1516,4,5,0,0,1,0.12,0.036,0
1517,4,5,0,0,1,0.1399999999999999,0.0376,0
1518,4,5,0,0,1,0.16,0.0379,0
1519,4,5,0,0,1,0.18,0.038,0
1520,4,5,0,0,1,0.2,0.0381,0
1521,4,5,0,0,1,0.22,0.0381,0
1522,4,5,0,0,1,0.24,0.038,0
1523,4,5,0,0,1,0.26,0.038,0
1524,4,5,0,0,1,0.28,0.038,0
1525,4,5,0,0,1,0.3,0.0379,0
1526,4,5,0,0,1,0.36,0.0391,0
1527,4,5,0,0,1,0.4,0.0396,0
1528,4,5,0,0,1,0.45,0.04,0
1529,4,5,0,0,1,0.5,0.0404,0
1530,4,5,0,0,1,0.55,0.0406,0
1531,4,5,0,0,1,0.6,0.0408,0
1532,4,5,0,0,1,0.65,0.0409,0
1533,4,6,1,0,0,0.02,0.0,0
1534,4,6,1,0,0,0.04,0.0,0
1535,4,6,1,0,0,0.06,0.0,0
1536,4,6,1,0,0,0.08,0.0,0
1537,4,6,1,0,0,0.1,0.0,0
1538,4,6,1,0,0,0.12,0.0,0
1539,4,6,1,0,0,0.1399999999999999,0.0,0
1540,4,6,1,0,0,0.16,0.0261,0
1541,4,6,1,0,0,0.18,0.0358,0
1542,4,6,1,0,0,0.2,0.0387,0
1543,4,6,1,0,0,0.22,0.0397,0
1544,4,6,1,0,0,0.24,0.0401,0
1545,4,6,1,0,0,0.26,0.0402,0
1546,4,6,1,0,0,0.28,0.0403,0
1547,4,6,1,0,0,0.3,0.0404,0
1548,4,6,1,0,0,0.36,0.0404,0
1549,4,6,1,0,0,0.4,0.0403,0
1550,4,6,1,0,0,0.45,0.0403,0
1551,4,6,1,0,0,0.5,0.0408,0
1552,4,6,1,0,0,0.55,0.0414,0
1553,4,6,1,0,0,0.6,0.0419,0
1554,4,6,1,0,0,0.65,0.0422,0
1555,4,6,1,0,0,0.7,0.0425,0
1556,4,6,1,0,0,0.75,0.0427,0
1557,4,6,1,0,0,0.8,0.0429,0
1558,4,6,1,0,0,0.85,0.0431,0
1559,4,6,1,0,0,0.9,0.0432,0
1560,4,6,1,0,0,0.95,0.0433,0
1561,4,6,1,0,0,1.0,0.0434,0
1562,4,6,0,1,0,0.02,0.0,0
1563,4,6,0,1,0,0.04,0.0,0
1564,4,6,0,1,0,0.06,0.0,0
1565,4,6,0,1,0,0.08,0.0,0
1566,4,6,0,1,0,0.1,0.0,0
1567,4,6,0,1,0,0.12,0.0,0
1568,4,6,0,1,0,0.1399999999999999,0.0378,0
1569,4,6,0,1,0,0.16,0.0396,0
1570,4,6,0,1,0,0.18,0.0401,0
1571,4,6,0,1,0,0.2,0.0403,0
1572,4,6,0,1,0,0.22,0.0404,0
1573,4,6,0,1,0,0.24,0.0404,0
1574,4,6,0,1,0,0.26,0.0404,0
1575,4,6,0,1,0,0.28,0.0403,0
1576,4,6,0,1,0,0.3,0.0403,0
1577,4,6,0,1,0,0.36,0.0406,0
1578,4,6,0,1,0,0.4,0.0413,0
1579,4,6,0,1,0,0.45,0.042,0
1580,4,6,0,1,0,0.5,0.0424,0
1581,4,6,0,1,0,0.55,0.0427,0
1582,4,6,0,1,0,0.6,0.043,0
1583,4,6,0,1,0,0.65,0.0432,0
1584,4,6,0,1,0,0.7,0.0433,0
1585,4,6,0,0,1,0.02,0.0,0
1586,4,6,0,0,1,0.04,0.0,0
1587,4,6,0,0,1,0.06,0.0,0
1588,4,6,0,0,1,0.08,0.0,0
1589,4,6,0,0,1,0.1,0.0,0
1590,4,6,0,0,1,0.12,0.0388,0
1591,4,6,0,0,1,0.1399999999999999,0.04,0
1592,4,6,0,0,1,0.16,0.0403,0
1593,4,6,0,0,1,0.18,0.0404,0
1594,4,6,0,0,1,0.2,0.0404,0
1595,4,6,0,0,1,0.22,0.0403,0
1596,4,6,0,0,1,0.24,0.0403,0
1597,4,6,0,0,1,0.26,0.0403,0
1598,4,6,0,0,1,0.28,0.0404,0
1599,4,6,0,0,1,0.3,0.0408,0
1600,4,6,0,0,1,0.36,0.0419,0
1601,4,6,0,0,1,0.4,0.0423,0
1602,4,6,0,0,1,0.45,0.0427,0
1603,4,6,0,0,1,0.5,0.043,0
1604,4,6,0,0,1,0.55,0.0432,0
1605,4,6,0,0,1,0.6,0.0434,0
1606,5,2,1,0,0,0.02,0.0,0
1607,5,2,1,0,0,0.04,0.0,0
1608,5,2,1,0,0,0.06,0.0,0
1609,5,2,1,0,0,0.08,0.0,0
1610,5,2,1,0,0,0.1,0.0,0
1611,5,2,1,0,0,0.12,0.0,0
1612,5,2,1,0,0,0.1399999999999999,0.0,0
1613,5,2,1,0,0,0.16,0.0,0
1614,5,2,1,0,0,0.18,0.0,0
1615,5,2,1,0,0,0.2,0.0007,0
1616,5,2,1,0,0,0.22,0.0198,0
1617,5,2,1,0,0,0.24,0.0205,0
1618,5,2,1,0,0,0.26,0.0207,0
1619,5,2,1,0,0,0.28,0.0208,0
1620,5,2,1,0,0,0.3,0.0208,0
1621,5,2,1,0,0,0.36,0.0209,0
1622,5,2,1,0,0,0.4,0.0209,0
1623,5,2,1,0,0,0.45,0.0209,0
1624,5,2,1,0,0,0.5,0.0209,0
1625,5,2,1,0,0,0.55,0.021,0
1626,5,2,1,0,0,0.6,0.021,0
1627,5,2,1,0,0,0.65,0.021,0
1628,5,2,1,0,0,0.7,0.021,0
1629,5,2,1,0,0,0.75,0.021,0
1630,5,2,1,0,0,0.8,0.021,0
1631,5,2,1,0,0,0.85,0.021,0
1632,5,2,1,0,0,0.9,0.021,0
1633,5,2,1,0,0,0.95,0.0211,0
1634,5,2,1,0,0,1.0,0.0212,0
1635,5,2,0,1,0,0.02,0.0,0
1636,5,2,0,1,0,0.04,0.0,0
1637,5,2,0,1,0,0.06,0.0,0
1638,5,2,0,1,0,0.08,0.0,0
1639,5,2,0,1,0,0.1,0.0,0
1640,5,2,0,1,0,0.12,0.0,0
1641,5,2,0,1,0,0.1399999999999999,0.0,0
1642,5,2,0,1,0,0.16,0.0,0
1643,5,2,0,1,0,0.18,0.0,0
1644,5,2,0,1,0,0.2,0.0,0
1645,5,2,0,1,0,0.22,0.0199,0
1646,5,2,0,1,0,0.24,0.0206,0
1647,5,2,0,1,0,0.26,0.0207,0
1648,5,2,0,1,0,0.28,0.0208,0
1649,5,2,0,1,0,0.3,0.0209,0
1650,5,2,0,1,0,0.36,0.0209,0
1651,5,2,0,1,0,0.4,0.0209,0
1652,5,2,0,1,0,0.45,0.0209,0
1653,5,2,0,1,0,0.5,0.0209,0
1654,5,2,0,1,0,0.55,0.021,0
1655,5,2,0,1,0,0.6,0.021,0
1656,5,2,0,1,0,0.65,0.021,0
1657,5,2,0,1,0,0.7,0.021,0
1658,5,2,0,1,0,0.75,0.021,0
1659,5,2,0,1,0,0.8,0.021,0
1660,5,2,0,1,0,0.85,0.021,0
1661,5,2,0,1,0,0.9,0.021,0
1662,5,2,0,1,0,0.95,0.0211,0
1663,5,2,0,1,0,1.0,0.0213,0
1664,5,2,0,0,1,0.02,0.0,0
1665,5,2,0,0,1,0.04,0.0,0
1666,5,2,0,0,1,0.06,0.0,0
1667,5,2,0,0,1,0.08,0.0,0
1668,5,2,0,0,1,0.1,0.0,0
1669,5,2,0,0,1,0.12,0.0,0
1670,5,2,0,0,1,0.1399999999999999,0.0,0
1671,5,2,0,0,1,0.16,0.0,0
1672,5,2,0,0,1,0.18,0.0,0
1673,5,2,0,0,1,0.2,0.0,0
1674,5,2,0,0,1,0.22,0.0199,0
1675,5,2,0,0,1,0.24,0.0206,0
1676,5,2,0,0,1,0.26,0.0207,0
1677,5,2,0,0,1,0.28,0.0208,0
1678,5,2,0,0,1,0.3,0.0209,0
1679,5,2,0,0,1,0.36,0.0209,0
1680,5,2,0,0,1,0.4,0.0209,0
1681,5,2,0,0,1,0.45,0.0209,0
1682,5,2,0,0,1,0.5,0.0209,0
1683,5,2,0,0,1,0.55,0.021,0
1684,5,2,0,0,1,0.6,0.021,0
1685,5,2,0,0,1,0.65,0.021,0
1686,5,2,0,0,1,0.7,0.021,0
1687,5,2,0,0,1,0.75,0.021,0
1688,5,2,0,0,1,0.8,0.021,0
1689,5,3,1,0,0,0.02,0.0,0
1690,5,3,1,0,0,0.04,0.0,0
1691,5,3,1,0,0,0.06,0.0,0
1692,5,3,1,0,0,0.08,0.0,0
1693,5,3,1,0,0,0.1,0.0,0
1694,5,3,1,0,0,0.12,0.0,0
1695,5,3,1,0,0,0.1399999999999999,0.0,0
1696,5,3,1,0,0,0.16,0.0,0
1697,5,3,1,0,0,0.18,0.0,0
1698,5,3,1,0,0,0.2,0.0249,0
1699,5,3,1,0,0,0.22,0.0256,0
1700,5,3,1,0,0,0.24,0.0258,0
1701,5,3,1,0,0,0.26,0.0259,0
1702,5,3,1,0,0,0.28,0.026,0
1703,5,3,1,0,0,0.3,0.026,0
1704,5,3,1,0,0,0.36,0.026,0
1705,5,3,1,0,0,0.4,0.026,0
1706,5,3,1,0,0,0.45,0.026,0
1707,5,3,1,0,0,0.5,0.026,0
1708,5,3,1,0,0,0.55,0.026,0
1709,5,3,1,0,0,0.6,0.026,0
1710,5,3,1,0,0,0.65,0.026,0
1711,5,3,1,0,0,0.7,0.026,0
1712,5,3,1,0,0,0.75,0.0263,0
1713,5,3,1,0,0,0.8,0.0266,0
1714,5,3,1,0,0,0.85,0.0268,0
1715,5,3,1,0,0,0.9,0.027,0
1716,5,3,1,0,0,0.95,0.0271,0
1717,5,3,1,0,0,1.0,0.0273,0
1718,5,3,0,1,0,0.02,0.0,0
1719,5,3,0,1,0,0.04,0.0,0
1720,5,3,0,1,0,0.06,0.0,0
1721,5,3,0,1,0,0.08,0.0,0
1722,5,3,0,1,0,0.1,0.0,0
1723,5,3,0,1,0,0.12,0.0,0
1724,5,3,0,1,0,0.1399999999999999,0.0241,0
1725,5,3,0,1,0,0.16,0.0256,0
1726,5,3,0,1,0,0.18,0.0258,0
1727,5,3,0,1,0,0.2,0.0259,0
1728,5,3,0,1,0,0.22,0.026,0
1729,5,3,0,1,0,0.24,0.026,0
1730,5,3,0,1,0,0.26,0.026,0
1731,5,3,0,1,0,0.28,0.026,0
1732,5,3,0,1,0,0.3,0.026,0
1733,5,3,0,1,0,0.36,0.026,0
1734,5,3,0,1,0,0.4,0.026,0
1735,5,3,0,1,0,0.45,0.026,0
1736,5,3,0,1,0,0.5,0.026,0
1737,5,3,0,1,0,0.55,0.0263,0
1738,5,3,0,1,0,0.6,0.0267,0
1739,5,3,0,1,0,0.65,0.0269,0
1740,5,3,0,1,0,0.7,0.0271,0
1741,5,3,0,1,0,0.75,0.0273,0
1742,5,3,0,1,0,0.8,0.0275,0
1743,5,3,0,1,0,0.85,0.0276,0
1744,5,3,0,1,0,0.9,0.0277,0
1745,5,3,0,0,1,0.02,0.0,0
1746,5,3,0,0,1,0.04,0.0,0
1747,5,3,0,0,1,0.06,0.0,0
1748,5,3,0,0,1,0.08,0.0,0
1749,5,3,0,0,1,0.1,0.0,0
1750,5,3,0,0,1,0.12,0.0,0
1751,5,3,0,0,1,0.1399999999999999,0.0247,0
1752,5,3,0,0,1,0.16,0.0257,0
1753,5,3,0,0,1,0.18,0.0259,0
1754,5,3,0,0,1,0.2,0.026,0
1755,5,3,0,0,1,0.22,0.026,0
1756,5,3,0,0,1,0.24,0.026,0
1757,5,3,0,0,1,0.26,0.026,0
1758,5,3,0,0,1,0.28,0.026,0
1759,5,3,0,0,1,0.3,0.026,0
1760,5,3,0,0,1,0.36,0.026,0
1761,5,3,0,0,1,0.4,0.026,0
1762,5,3,0,0,1,0.45,0.026,0
1763,5,3,0,0,1,0.5,0.026,0
1764,5,3,0,0,1,0.55,0.0264,0
1765,5,3,0,0,1,0.6,0.0268,0
1766,5,3,0,0,1,0.65,0.027,0
1767,5,3,0,0,1,0.7,0.0272,0
1768,5,4,1,0,0,0.02,0.0,0
1769,5,4,1,0,0,0.04,0.0,0
1770,5,4,1,0,0,0.06,0.0,0
1771,5,4,1,0,0,0.08,0.0,0
1772,5,4,1,0,0,0.1,0.0,0
1773,5,4,1,0,0,0.12,0.0,0
1774,5,4,1,0,0,0.1399999999999999,0.0,0
1775,5,4,1,0,0,0.16,0.0,0
1776,5,4,1,0,0,0.18,0.0263,0
1777,5,4,1,0,0,0.2,0.0303,0
1778,5,4,1,0,0,0.22,0.0311,0
1779,5,4,1,0,0,0.24,0.0314,0
1780,5,4,1,0,0,0.26,0.0315,0
1781,5,4,1,0,0,0.28,0.0316,0
1782,5,4,1,0,0,0.3,0.0316,0
1783,5,4,1,0,0,0.36,0.0316,0
1784,5,4,1,0,0,0.4,0.0316,0
1785,5,4,1,0,0,0.45,0.0316,0
1786,5,4,1,0,0,0.5,0.0316,0
1787,5,4,1,0,0,0.55,0.0316,0
1788,5,4,1,0,0,0.6,0.0317,0
1789,5,4,1,0,0,0.65,0.0322,0
1790,5,4,1,0,0,0.7,0.0325,0
1791,5,4,1,0,0,0.75,0.0328,0
1792,5,4,1,0,0,0.8,0.033,0
1793,5,4,1,0,0,0.85,0.0332,0
1794,5,4,1,0,0,0.9,0.0334,0
1795,5,4,1,0,0,0.95,0.0335,0
1796,5,4,1,0,0,1.0,0.0337,0
1797,5,4,0,1,0,0.02,0.0,0
1798,5,4,0,1,0,0.04,0.0,0
1799,5,4,0,1,0,0.06,0.0,0
1800,5,4,0,1,0,0.08,0.0,0
1801,5,4,0,1,0,0.1,0.0,0
1802,5,4,0,1,0,0.12,0.0,0
1803,5,4,0,1,0,0.1399999999999999,0.0295,0
1804,5,4,0,1,0,0.16,0.0311,0
1805,5,4,0,1,0,0.18,0.0314,0
1806,5,4,0,1,0,0.2,0.0316,0
1807,5,4,0,1,0,0.22,0.0316,0
1808,5,4,0,1,0,0.24,0.0316,0
1809,5,4,0,1,0,0.26,0.0316,0
1810,5,4,0,1,0,0.28,0.0316,0
1811,5,4,0,1,0,0.3,0.0316,0
1812,5,4,0,1,0,0.36,0.0316,0
1813,5,4,0,1,0,0.4,0.0316,0
1814,5,4,0,1,0,0.45,0.0319,0
1815,5,4,0,1,0,0.5,0.0324,0
1816,5,4,0,1,0,0.55,0.0328,0
1817,5,4,0,1,0,0.6,0.0331,0
1818,5,4,0,1,0,0.65,0.0334,0
1819,5,4,0,1,0,0.7,0.0336,0
1820,5,4,0,1,0,0.75,0.0337,0
1821,5,4,0,1,0,0.8,0.0339,0
1822,5,4,0,1,0,0.85,0.034,0
1823,5,4,0,1,0,0.9,0.0341,0
1824,5,4,0,0,1,0.02,0.0,0
1825,5,4,0,0,1,0.04,0.0,0
1826,5,4,0,0,1,0.06,0.0,0
1827,5,4,0,0,1,0.08,0.0,0
1828,5,4,0,0,1,0.1,0.0,0
1829,5,4,0,0,1,0.12,0.0302,0
1830,5,4,0,0,1,0.1399999999999999,0.0313,0
1831,5,4,0,0,1,0.16,0.0315,0
1832,5,4,0,0,1,0.18,0.0316,0
1833,5,4,0,0,1,0.2,0.0316,0
1834,5,4,0,0,1,0.22,0.0316,0
1835,5,4,0,0,1,0.24,0.0316,0
1836,5,4,0,0,1,0.26,0.0316,0
1837,5,4,0,0,1,0.28,0.0316,0
1838,5,4,0,0,1,0.3,0.0316,0
1839,5,4,0,0,1,0.36,0.0317,0
1840,5,4,0,0,1,0.4,0.0323,0
1841,5,4,0,0,1,0.45,0.0328,0
1842,5,4,0,0,1,0.5,0.0332,0
1843,5,4,0,0,1,0.55,0.0335,0
1844,5,4,0,0,1,0.6,0.0337,0
1845,5,4,0,0,1,0.65,0.0338,0
1846,5,4,0,0,1,0.7,0.034,0
1847,5,5,1,0,0,0.02,0.0,0
1848,5,5,1,0,0,0.04,0.0,0
1849,5,5,1,0,0,0.06,0.0,0
1850,5,5,1,0,0,0.08,0.0,0
1851,5,5,1,0,0,0.1,0.0,0
1852,5,5,1,0,0,0.12,0.0,0
1853,5,5,1,0,0,0.1399999999999999,0.0,0
1854,5,5,1,0,0,0.16,0.0,0
1855,5,5,1,0,0,0.18,0.0324,0
1856,5,5,1,0,0,0.2,0.0353,0
1857,5,5,1,0,0,0.22,0.0361,0
1858,5,5,1,0,0,0.24,0.0363,0
1859,5,5,1,0,0,0.26,0.0364,0
1860,5,5,1,0,0,0.28,0.0365,0
1861,5,5,1,0,0,0.3,0.0365,0
1862,5,5,1,0,0,0.36,0.0365,0
1863,5,5,1,0,0,0.4,0.0365,0
1864,5,5,1,0,0,0.45,0.0364,0
1865,5,5,1,0,0,0.5,0.0365,0
1866,5,5,1,0,0,0.55,0.0371,0
1867,5,5,1,0,0,0.6,0.0375,0
1868,5,5,1,0,0,0.65,0.0379,0
1869,5,5,1,0,0,0.7,0.0382,0
1870,5,5,1,0,0,0.75,0.0384,0
1871,5,5,1,0,0,0.8,0.0386,0
1872,5,5,1,0,0,0.85,0.0388,0
1873,5,5,1,0,0,0.9,0.0389,0
1874,5,5,1,0,0,0.95,0.039,0
1875,5,5,1,0,0,1.0,0.0391,0
1876,5,5,0,1,0,0.02,0.0,0
1877,5,5,0,1,0,0.04,0.0,0
1878,5,5,0,1,0,0.06,0.0,0
1879,5,5,0,1,0,0.08,0.0,0
1880,5,5,0,1,0,0.1,0.0,0
1881,5,5,0,1,0,0.12,0.0,0
1882,5,5,0,1,0,0.1399999999999999,0.0345,0
1883,5,5,0,1,0,0.16,0.036,0
1884,5,5,0,1,0,0.18,0.0364,0
1885,5,5,0,1,0,0.2,0.0365,0
1886,5,5,0,1,0,0.22,0.0365,0
1887,5,5,0,1,0,0.24,0.0365,0
1888,5,5,0,1,0,0.26,0.0365,0
1889,5,5,0,1,0,0.28,0.0365,0
1890,5,5,0,1,0,0.3,0.0365,0
1891,5,5,0,1,0,0.36,0.0364,0
1892,5,5,0,1,0,0.4,0.037,0
1893,5,5,0,1,0,0.45,0.0376,0
1894,5,5,0,1,0,0.5,0.0381,0
1895,5,5,0,1,0,0.55,0.0384,0
1896,5,5,0,1,0,0.6,0.0387,0
